siRNA ID,Catalog Number,Gene Symbol,Gene Name,Alias,RefSeq,GenBank mRNA,Product Family,siRNA Type,Availability,siRNA Assay,Matched Keywords
s28132,4392420,ANAPC7,anaphase promoting complex subunit 7,APC7,XM_017019428.1;XM_017019427.1;NM_016238.2;XM_017019426.1;XM_005253903.3;XM_017019425.1;XM_011538454.2;NM_001137664.1,BC009498.2;AL137586.1;BC148236.2;BC017316.2;BC098295.1;AY007104.1;BC111798.1;BC141848.1;BC098264.1;AF191340.1;AK021809.1;BC002941.2;BC040130.1;BC098362.1;BC099732.1,,Silencer® Select,Inventoried,,s28132
s28524,4392420,OAZ3,ornithine decarboxylase antizyme 3,AZ3;OAZ-t;TISP15,NM_001301371.1;NM_001134939.1;NM_016178.2,BI830988.1;AY713300.1;BC073949.1;AF175296.1,,Silencer® Select,Inventoried,,s28524
s28429,4392420,SLC25A39,solute carrier family 25 member 39,CGI-69;CGI69,NM_001143780.2;NM_016016.3;NM_001321240.1;XM_017024737.1,AF317711.1;BC001398.2;AK294085.1;BC009330.2;AF151827.1;AK289357.1;AB209576.1;AL133584.1;AF119864.1;AK026060.1;BC096819.1,,Silencer® Select,Inventoried,,s28429
s29108,4392420,PCDH18,protocadherin 18,PCDH68L,XM_017008311.1;XM_006714239.3;NM_001300828.1;NM_019035.4,AB046782.1;BC143361.1;AL137471.1;AK292018.1;BC093815.1;BX647786.1,,Silencer® Select,Inventoried,,s29108
s28970,4392420,GFOD1,glucose-fructose oxidoreductase domain containing 1,ADG-90;C6orf114,NM_001242630.1;XM_011514699.2;NM_001242628.1;NM_018988.3,BC119005.1;AK055131.1;BC148295.2;AK000337.1;AK027010.1;BC124557.1,,Silencer® Select,Inventoried,,s28970
s29270,4392420,PARP14,poly(ADP-ribose) polymerase family member 14,ARTD8;BAL2;PARP-14;pART8,XM_011512928.2;XM_011512929.2;NM_017554.2,BU170133.1;AY134858.1;AK304269.1;DQ063585.1;DQ063584.1;BX648758.1,,Silencer® Select,Inventoried,,s29270
s27017,4392420,NOX3,NADPH oxidase 3,GP91-3;MOX-2,NM_015718.2,AF229177.1;AF190122.1,,Silencer® Select,Inventoried,,s27017
s27892,4390824,GCNT4,"glucosaminyl (N-acetyl) transferase 4, core 2",C2GNT3,NM_016591.2,AF132035.1,,Silencer® Select,Inventoried,,s27892
s29285,4392420,UGT1A1,UDP glucuronosyltransferase family 1 member A1,BILIQTL1;GNT1;HUG-BR1;UDPGT;UDPGT 1-1;UGT1;UGT1A,NM_000463.2,JQ699649.1;DQ364247.1;BC128414.1;AK290834.1;JQ699647.1;M57899.1;JQ699641.1;JQ699643.1;BC128415.1;JQ699642.1;JQ699650.1;JQ699645.1;JQ699638.1;AY435136.1;JQ699637.1;JQ699644.1;JQ699646.1;JQ686667.1;JQ699640.1;JQ699639.1,,Silencer® Select,Inventoried,,s29285
s27550,4392420,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase",alpha4GnT,XM_017006544.1;XM_017006543.1;NM_016161.2,AF141315.1;BC119639.1;BC119640.2;AK225668.1,,Silencer® Select,Inventoried,,s27550
s28343,4392420,TDP2,tyrosyl-DNA phosphodiesterase 2,AD022;EAP2;EAPII;TTRAP;dJ30M3.3;hTDP2,NM_016614.2,AJ420495.1;AK296623.1;AF223469.1;BC110375.1;AK308836.1;BC017553.2;AK298699.1;AJ269473.1;AF201687.1;AK002168.1,,Silencer® Select,Inventoried,,s28343
s27924,4392420,SLC25A37,solute carrier family 25 member 37,HT015;MFRN;MFRN1;MSC;MSCP;PRO1278;PRO1584;PRO2217,XM_011544550.2;XM_011544553.2;NM_001317813.1;NM_001317812.1;XM_011544554.2;XM_006716352.3;NM_001317814.1;XM_017013532.1;NM_016612.3,AF113696.1;AF223466.1;AK074708.1;BC132799.1;AY032628.1;AF116640.1;AK075313.1;AK127666.1;AK093931.1;AF155660.1;AF116630.1;BC132801.1;AK223194.1;BM926580.1,,Silencer® Select,Inventoried,,s27924
s27980,4392420,MS4A4A;MS4A4E,membrane spanning 4-domains A4A;membrane spanning 4-domains A4E,4SPAN1;CD20-L1;CD20L1;HDCME31P;MS4A4;MS4A7,NM_024021.3;NM_148975.2;NM_001243266.1;XM_017018641.1;XM_011545418.2;XM_011545416.2,CB046393.1;AF350500.1;AF354928.1;AK314033.1;AF237912.1;AB013102.1;BC020648.1;AF068288.1;AB022821.1;AK292089.1;AK075081.1,,Silencer® Select,Inventoried,,s27980
s28098,4392420,HSFX1;HSFX2,"heat shock transcription factor family, X-linked 2;heat shock transcription factor family, X-linked 1",LW-1,NM_001164415.2;NM_016153.2,AF139980.1;AK310305.1;BC021706.2,,Silencer® Select,Inventoried,,s28098
s27012,4392420,DUOX2,dual oxidase 2,LNOX2;NOXEF2;P138-TOX;TDH6;THOX2,NM_014080.4;XM_005254421.2,AF230496.1;AF267981.1;AB209010.1;AF181972.1,,Silencer® Select,Inventoried,,s27012
s27844,4392420,TLR7,toll like receptor 7,TLR7-like,NM_016562.3,AY358292.1;AB445659.1;AF240467.1;AF245702.1;AK313858.1;BC033651.1,,Silencer® Select,Inventoried,,s27844
s195244,4392420,CRCT1,cysteine rich C-terminal 1,C1orf42;NICE-1,NM_019060.2;XM_011509656.2,BC119710.2;AJ243662.1,,Silencer® Select,Inventoried,,s195244
s27738,4392420,MZB1,marginal zone B and B1 cell specific protein,MEDA-7;PACAP;pERp1,NM_016459.3,BC009931.2;AF151024.1;GQ477350.1;BC021275.2;BU601458.1;AF338109.1;AK057549.1;AK292706.1,,Silencer® Select,Inventoried,,s27738
s27586,4392420,DBR1,debranching RNA lariats 1,,NM_016216.3,AF180919.2;AL702928.1;AK094147.1;BC009472.1,,Silencer® Select,Inventoried,,s27586
s27192,4392420,FOXP3,forkhead box P3,AIID;DIETER;IPEX;JM2;PIDX;XPID,XM_006724533.2;XM_017029565.1;XM_017029566.1;XM_017029567.1;NM_001114377.1;XM_011543916.2;NM_014009.3,EU855812.1;AK292052.1;BC113403.1;BC143786.1;BC113401.1;AK299988.1;AF277993.1;AJ005891.1;BC143785.1;EF534714.1;DQ010327.1,,Silencer® Select,Inventoried,,s27192
s28808,4392420,PELO,pelota homolog (Drosophila),CGI-17;PRO1770,NM_015946.4,BC007650.1;AK056144.1;AK312633.1;AK025729.1;AF132951.1;BC007249.2;AF139828.1;BC005889.2;AY117399.1;BC022789.1,,Silencer® Select,Inventoried,,s28808
s27669,4392420,ZDHHC2,zinc finger DHHC-type containing 2,DHHC2;ZNF372,XM_011544548.2;XM_011544544.2;XM_011544545.2;NM_016353.4;XM_011544547.2;XM_011544546.2,AB023584.1;BC039253.1;AK001608.1;BC050272.1,,Silencer® Select,Inventoried,,s27669
s27660,4390824,PLCE1,phospholipase C epsilon 1,NPHS3;PLCE;PPLC,NM_016341.3;XM_011539852.2;XM_006717885.3;XM_017016310.1;XM_017016311.1;XM_006717888.3;XM_017016312.1;XM_011539850.2;XM_006717890.2;XM_011539849.2;XM_006717889.3;XM_011539851.2;NM_001288989.1;NM_001165979.2,BC144286.1;AK297779.1;AK289852.1;AF190642.2;BC140705.1;AF170071.1;AB040949.2;BC151854.1,,Silencer® Select,Inventoried,,s27660
s29073,4392420,TMX3,thioredoxin related transmembrane protein 3,PDIA13;TXNDC10,NM_019022.3;XM_005266714.2;XM_011526035.2;XM_011526034.2;XM_011526033.2,BC093794.1;AB058733.1;AK307269.1;BC007690.2;BC032325.2;AK122715.1;AK310389.1;BC143400.1;BX647846.1;BC107422.1;AL832341.1;BC018981.2;AL832356.1;AK295551.1;BC093792.1,,Silencer® Select,Inventoried,,s29073
s28120,4392420,DDX41,DEAD-box helicase 41,ABS;MPLPF,NM_001321732.1;NM_001321830.1;NM_016222.3,AK091774.1;BC015476.1;AK001255.1;BX641072.1;AK222598.1;AK092585.1;AF195417.1;AK315491.1;AK027768.1;AK091545.1,,Silencer® Select,Inventoried,,s28120
s27572,4392420,SERPINA10,serpin family A member 10,PZI;ZPI,XM_005267733.4;NM_001100607.2;XM_017021353.1;NM_016186.2,AY358597.1;AF181467.1;AK314877.1;BX248011.1;BC022261.1,,Silencer® Select,Inventoried,,s27572
s29047,4392420,RNF216,ring finger protein 216,CAHH;TRIAD3;U7I1;UBCE7IP1;ZIN,XM_017012363.1;XM_017012364.1;NM_207116.2;XM_005249785.2;NM_207111.3,BC063825.1;AF513717.1;BC004947.1;AY177396.1;AK297416.1;BX537406.1;AK297231.1;AF513718.1;AK292396.1;AY177397.1;AY177398.1;AK092767.1,,Silencer® Select,Inventoried,,s29047
s27116,4392420,NSDHL,NAD(P) dependent steroid dehydrogenase-like,H105E3;SDR31E1;XAP104,XM_011531178.2;NM_001129765.1;NM_015922.2;XM_017029564.1,U47105.2;BC000245.1;AK026549.1;BC007816.2,,Silencer® Select,Inventoried,,s27116
s29345,4392420,BTN2A3P,"butyrophilin subfamily 2 member A3, pseudogene",BTN2.3;BTN2A3,NR_027795.1,AK292658.1;AK056871.1;BC143636.1;DA706324.1,,Silencer® Select,Inventoried,,s29345
s27873,4390824,ECSIT,ECSIT signalling integrator,SITPEC,NM_001142464.2;NM_001243204.1;NM_016581.4,AK314905.1;CR457204.1;BC005119.1;BC008279.1;BC000193.1;AF243044.1,,Silencer® Select,Inventoried,,s27873
s27544,4390824,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1,DLC-A;DNCLI1;LIC1,,AK222653.1;AF078849.1,,Silencer® Select,Inventoried,,s27544
s28178,4392420,UBE2J1,ubiquitin conjugating enzyme E2 J1,CGI-76;HSPC153;HSPC205;HSU93243;NCUBE-1;NCUBE1;UBC6;UBC6E;Ubc6p,NM_016021.2;XM_011535887.1;XM_011535888.2,AF161502.1;AK300629.1;U93243.1;BC013973.1;AK223464.1;AF151039.1;AJ420578.1;AF151834.1;AJ245898.1;AK290574.1,,Silencer® Select,Inventoried,,s28178
s29185,4392420,SDK2,sidekick cell adhesion molecule 2,,XM_011524914.2;XM_011524915.2;XM_011524916.2;NM_001144952.1,BC066363.1;AB040947.1,,Silencer® Select,Inventoried,,s29185
s29116,4392420,DDX4,DEAD-box helicase 4,VASA,NM_024415.2;XM_011543495.2;NM_001142549.1;XM_011543497.2;NM_001166533.1;NM_001166534.1,AY004154.1;AK308300.1;AF262962.1;BC047455.1;BC088362.1;AK093439.1;AL137462.1;AK292417.1,,Silencer® Select,Inventoried,,s29116
s27222,4390824,SLC35C2,solute carrier family 35 member C2,BA394O2.1;C20orf5;CGI-15;OVCOV1,NM_173073.3;NM_173179.3;NM_015945.11;XM_011528835.1;XM_017027862.1;XM_011528833.1;XM_011528832.1;NM_001281460.1;NM_001281459.1;XM_011528834.1;NM_001281458.1;XM_017027858.1;NM_001281457.1;XM_017027859.1;XM_017027860.1;XM_011528831.1;XM_017027861.1;XM_017027856.1;XM_017027857.1;XM_011528836.1;XM_011528838.1;XM_011528837.1,DB023133.1;AK301022.1;AF132949.1;BC025277.1;AK300207.1;AK315726.1;BI831689.1;DB246755.1;AK300798.1;BC021138.1;AF455052.1;BC014191.2;DA820126.1;BM846744.1;AK222928.1,,Silencer® Select,Inventoried,,s27222
s224289,4392420,RAB24,"RAB24, member RAS oncogene family",,NR_109790.1;NR_109789.1;NM_001031677.3;NM_130781.3,BC010006.2;AK308155.1;AK021761.1;BC021263.2;AF258583.1;BT007268.1;AL833898.1;AF087904.1;BC015534.1;DA058886.1;DA898352.1,,Silencer® Select,Inventoried,,s224289
s29452,4392420,BNC2,basonuclin 2,BSN2,XM_017014826.1;XM_017014827.1;XM_017014825.1;XM_017014816.1;XM_017014817.1;XM_017014828.1;XM_017014829.1;XM_011517924.1;NM_001317940.1;NM_001317939.1;XM_017014820.1;XM_017014821.1;XM_017014818.1;XM_017014819.1;NM_017637.5;XM_017014822.1;XM_017014823.1,AK299073.1;DB282126.1;DA494074.1;DQ884944.1;AY438376.1;DQ884940.1;DQ884941.1;DQ884938.1;CR933649.1;DQ884939.1;AK131398.1,,Silencer® Select,Inventoried,,s29452
s28071,4392420,EIF3L,eukaryotic translation initiation factor 3 subunit L,EIF3EIP;EIF3S11;EIF3S6IP;HSPC021;HSPC025;MSTP005,XM_006724260.3;XM_017028814.1;NM_016091.3;XM_005261625.1,CR456436.1;BC007510.2;AK315533.1;AK056129.1;AF083243.1;AF077207.1;AK027429.1;AF109359.1;BC001101.2;AK301323.1;AK093540.1;AK129648.1;AK222496.1;BC029265.1;AK098457.1;AK222529.1,,Silencer® Select,Inventoried,,s28071
s224176,4392420,COQ6,"coenzyme Q6, monooxygenase",CGI-10;CGI10;COQ10D6,NM_182476.2;XM_011536809.2;XM_011536808.1;NM_182480.2;XM_011536807.1;XM_006720156.1;XM_017021352.1;XM_017021351.1,BX648434.1;BC014181.2;AK296040.1;AK222965.1;AF132944.1;BC014483.1;AK130167.1;BX248000.1,,Silencer® Select,Inventoried,,s224176
s633,4392420,SLC38A2,solute carrier family 38 member 2,ATA2;PRO1068;SAT2;SNAT2,NM_018976.4,AK291644.1;AF298897.1;AJ344099.1;AF259799.1;BC040342.1;AB037803.2,,Silencer® Select,Inventoried,,s633
s200518,4392420,HSD17B7;HSD17B7P2,hydroxysteroid 17-beta dehydrogenase 7;hydroxysteroid 17-beta dehydrogenase 7 pseudogene 2,PRAP;SDR37C1;HSD17B7;Hsd17b_2;bA291L22.1,NM_016371.3;NR_003086.1,AF145023.1;BC007068.1;AJ249179.1;BC071987.1;BT007075.1;AY829267.1;AK290741.1;AF165514.1;AF098786.2;BC065246.1;AF165517.1;AY358962.1;AK022929.1,,Silencer® Select,Inventoried,,s200518
s27876,4392420,SLC15A3,solute carrier family 15 member 3,OCTP;PHT2;PTR3,XM_011545095.2;NR_027391.1;NM_016582.2,AF135600.1;AB020598.1;BC037974.1,,Silencer® Select,Inventoried,,s27876
s27627,4392420,DCXR,dicarbonyl and L-xylulose reductase,DCR;HCR2;HCRII;KIDCR;P34H;PNTSU;SDR20C1;XR,NM_016286.3;NM_001195218.1,AB013846.1;BT006881.1;AF113123.1;AK226040.1;AF515623.1;BC001470.2;AF515624.1;CB959852.1;BG434209.1;BC003018.1;AF139841.1;AF515625.1,,Silencer® Select,Inventoried,,s27627
s28775,4392420,IL20RA,interleukin 20 receptor subunit alpha,CRF2-8;IL-20R-alpha;IL-20R1;IL-20RA,XM_011535904.2;NM_014432.3;NM_001278724.1;NM_001278722.1;NM_001278723.1;XM_017010955.1;XM_017010954.1;XM_006715506.2,AJ420490.1;AK297121.1;BC113574.1;AY358883.1;AK315293.1;AF184971.1;BC113602.1;AK098312.1,,Silencer® Select,Inventoried,,s28775
s29313,4392420,CROT,carnitine O-octanoyltransferase,COT,XM_011516337.2;NM_001143935.1;XM_017012370.1;NM_021151.3,AK313487.1;AK127901.1;AF073770.1;BC039004.1;AF168793.1;AK300114.1,,Silencer® Select,Inventoried,,s29313
s28189,4392420,LIMA1;C5orf24,chromosome 5 open reading frame 24;LIM domain and actin binding 1,EPLIN;SREBP3,XM_017019430.1;NM_001113546.1;NM_001113547.1;XM_011538455.2;NM_016357.4,AF198454.1;AK000335.1;AK130086.1;BC144403.1;DA738195.1;AK222971.1;AK314447.1;AB209512.1;BC001247.1;BC144402.1;AL136911.1;BC110815.1;AK297766.1;BC136763.1;AK000372.1;AF198455.1,,Silencer® Select,Inventoried,,s28189
s27603,4392420,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11,17-BETA-HSD11;17-BETA-HSDXI;17BHSD11;DHRS8;PAN1B;RETSDR2;SDR16C2,NM_016245.4,AF126780.1;BC014327.1;BC008650.1;AY358553.1;AF273056.1;AK075348.1;BC016367.1;BC021673.1;BC036001.1,,Silencer® Select,Inventoried,,s27603
s29524,4392420,CDHR2,cadherin related family member 2,PCDH24;PCLKC,NM_017675.4;NM_001171976.1,AK225217.1;AK000390.1;AB047004.1;AK315055.1;AK000131.1;BC130282.1,,Silencer® Select,Inventoried,,s29524
s27049,4392420,ATP6V0A4,ATPase H+ transporting V0 subunit a4,A4;ATP6N1B;ATP6N2;RDRTA2;RTA1C;RTADR;STV1;VPH1;VPP2,NM_130840.2;XM_005250393.1;XM_005250394.3;NM_020632.2;NM_130841.2,AF245517.1;AK292945.1;BC109304.1;BC109305.1,,Silencer® Select,Inventoried,,s27049
s28548,4392420,PADI3,peptidyl arginine deiminase 3,PAD3;PDI3,XM_011541571.2;XM_017001463.1;NM_016233.2,BC109092.1;BC109091.1;BC041592.1;AB026831.1,,Silencer® Select,Inventoried,,s28548
s28352,4392420,GDE1,glycerophosphodiester phosphodiesterase 1,363E6.2;MIR16,NR_136689.1;NM_001324066.1;NM_001324067.1;NM_016641.3,AK312912.1;AF306698.1;BQ897064.1;AY463154.1;AF212862.1;BC014981.1;BC025273.1,,Silencer® Select,Inventoried,,s28352
s28905,4392420,TREM2,triggering receptor expressed on myeloid cells 2,TREM-2;Trem2a;Trem2b;Trem2c,NM_018965.3;NM_001271821.1,BC032362.1;AB062787.1;AF213457.1;AK312215.1,,Silencer® Select,Inventoried,,s28905
s224238,4390824,WWOX,WW domain containing oxidoreductase,D16S432E;EIEE28;FOR;FRA16D;HHCMA56;PRO0128;SCAR12;SDR41C1;WOX1,XM_017023278.1;XM_011523101.2;NM_016373.3;XM_011523103.2;XM_011523105.2;NR_120436.1;XM_011523104.2;NM_001291997.1;NM_130791.3,AF227527.1;AF227526.1;AF395123.1;AF227528.1;AK298322.1;AF187015.1;BU157392.1;AK290438.1;AK291300.1;BC003184.1;AK027626.1;BT007445.1;AF395124.1;AF211943.1;AY256821.1,,Silencer® Select,Inventoried,,s224238
s27181,4392420,CDON,"cell adhesion associated, oncogene regulated",CDO;CDON1;HPE11;ORCAM,NM_001243597.1;XM_011542864.2;XM_017017873.1;NM_016952.4;XM_011542863.2;XM_011542862.2;XM_011542866.2;XM_011542865.2,BC114435.1;BC098583.1;AB209396.1;AF004841.2,,Silencer® Select,Inventoried,,s27181
s28441,4390824,DHRS7,dehydrogenase/reductase 7,CGI-86;SDR34C1;retDSR4;retSDR4,NM_016029.3;NM_001322281.1;NM_001322280.1;XM_017021368.1,AF126782.1;BC007337.2;AL117420.1;BC000637.2;AY359031.1;AF151844.1;AK313285.1,,Silencer® Select,Inventoried,,s28441
s26956,4392420,EHD3,EH domain containing 3,PAST3,XM_011532806.2;NM_014600.2,AK294222.1;AK316006.1;AF214736.1;AF181264.1,,Silencer® Select,Inventoried,,s26956
s224169,4392420,NEUROG3,neurogenin 3,Atoh5;Math4B;NGN-3;bHLHa7;ngn3,NM_020999.3;XM_017016280.1,BC069098.1,,Silencer® Select,Inventoried,,s224169
s28953,4392420,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,ERdj5;JPDI;MTHr;PDIA19,NR_073365.1;NR_073366.1;NM_001271581.1;NR_073367.1;NM_018981.2,BC070034.1;AF490904.1;AF314529.1;AL832646.3;BC117299.1;AY089971.1;AL832632.2;AF038503.1;AK027647.1;BC126168.1;AY358577.1;BC107425.1;AK027696.1;AK027450.1,,Silencer® Select,Inventoried,,s28953
s28057,4392420,CSAD,cysteine sulfinic acid decarboxylase,CSD;PCAP,XM_011538449.1;NM_015989.4;XM_011538446.2;XM_017019419.1;XM_011538442.2;XM_017019416.1;NM_001244705.1;XM_017019418.1;XM_011538451.1;NM_001244706.1;XM_017019417.1,AF116545.1;AF116546.1;BC098342.1;AK315265.1;AK289659.1;AF116547.1;AF116548.1;AK122681.1;BC052249.1;BC105918.1;BC099717.1;AB044561.1;BC098278.1,,Silencer® Select,Inventoried,,s28057
s224179,4392420,ZNF593,zinc finger protein 593,ZT86,XM_017001398.1;NM_015871.4,DA124660.1;BC019267.1;D45213.1;AK311926.1;U38444.1;BC002580.2,,Silencer® Select,Inventoried,,s224179
s28312,4390824,RAB14,"RAB14, member RAS oncogene family",FBP;RAB-14,NM_016322.3,AL162081.1;AK090889.1;AF152463.1;AK023524.1;AF498949.1;BC006081.1;AY553875.1;CR457394.1;AF203689.1,,Silencer® Select,Inventoried,,s28312
s29084,4392420,SMOX,spermine oxidase,C20orf16;PAO;PAO-1;PAO1;PAOH;PAOH1;SMO,XM_011529261.2;NM_175839.2;NM_175840.2;NM_175841.2;NM_175842.2;NM_001270691.1,AY033890.1;AK000753.1;BC000669.2;BG679874.1;AY358104.1;AF519179.1;AK293485.1;AY033891.1;AY033889.1;EF032141.1;BG480614.1,,Silencer® Select,Inventoried,,s29084
s27228,4392420,DERL2,derlin 2,CGI-101;DERtrin-2;F-LAN-1;F-LANa;FLANa,NR_130905.1;NR_130906.1;NM_001304777.1;NM_016041.4,CR457202.1;AF132289.1;AF151859.1;CN362882.1;AF242523.1;BC010890.1;CN362881.1;AF208065.1;BG110482.1,,Silencer® Select,Inventoried,,s27228
s28679,4392420,CECR1,"cat eye syndrome chromosome region, candidate 1",ADA2;ADGF;IDGFL;PAN;SNEDS,NM_177405.2;NM_001282225.1;XM_006724080.3;XM_011546133.1;NM_001282227.1;NM_001282226.1;NM_001282229.1;NM_001282228.1,AK292689.1;CR456417.1;AF190746.1;AB209648.1;BC051755.1;AK130725.1;AK074702.1;AK304818.1;AK027682.1;AK314321.1,,Silencer® Select,Inventoried,,s28679
s28715,4392420,LRP1B,LDL receptor related protein 1B,LRP-1B;LRP-DIT;LRPDIT,NM_018557.2;XM_017004341.1;XM_017004342.1,AF176832.1;AB209707.1,,Silencer® Select,Inventoried,,s28715
s28813,4390824,PPIL3,peptidylprolyl isomerase like 3,CYPJ,XM_017004353.1;XM_017004354.1;XM_017004355.1;XM_017004356.1;XM_017004352.1;NM_130906.2;XM_017004357.1;XM_017004358.1;XM_017004359.1;XM_017004360.1;XM_005246652.4;NM_032472.3;XM_005246651.3;XM_011511358.2,AF251049.1;KU178647.1;AY257468.1;AF414127.1;AK297804.1;CB961908.1;KU178648.1;KU178646.1;AF271652.1;BC007693.2;AF146799.1,,Silencer® Select,Inventoried,,s28813
s29303,4392420,LRRN3,leucine rich repeat neuronal 3,FIGLER5;NLRR-3;NLRR3,NM_001099658.1;NM_001099660.1;NM_018334.4,AB060967.1;CR457397.1;AF134481.1;AY358280.1;BC035133.2;AL442092.1;AK292556.1;AK001991.1,,Silencer® Select,Inventoried,,s29303
s29104,4392420,RHOF,"ras homolog family member F, filopodia associated",ARHF;RIF,NM_019034.2,AK000254.1,,Silencer® Select,Inventoried,,s29104
s39061,4392420,FBN3,fibrillin 3,,XM_017027377.1;XM_017027376.1;XM_017027379.1;XM_017027378.1;XM_017027373.1;XM_017027372.1;NM_032447.4;XM_017027375.1;XM_017027374.1;NM_001321431.1,BC153882.1;AK131282.1;AY165865.1;AY165864.1;AY165863.1;AB053450.2,,Silencer® Select,Inventoried,,s39061
s36921,4392420,PIF1,PIF1 5'-to-3' DNA helicase,C15orf20;PIF,NM_001286499.1;NM_001286497.1;NM_001286496.1;NM_025049.3;XM_011522083.2;XM_011522084.2,BC137503.1;BC137504.1;DQ437529.1;AB185927.1;AB185926.1;AY498716.1;EU084033.1;BC033254.1;AF108138.1,,Silencer® Select,Inventoried,,s36921
s38653,4392420,MEX3B,mex-3 RNA binding family member B,MEX-3B;RKHD3;RNF195,NM_032246.4,AY950678.1;BC036211.1;BC111545.1;AK131424.1,,Silencer® Select,Inventoried,,s38653
s39185,4392420,NT5C1A,"5'-nucleotidase, cytosolic IA",CN-I;CN-IA;CN1;CN1A;CNI,NM_032526.2,AY028778.1;BC103880.1;BC103879.1;AF331801.1,,Silencer® Select,Inventoried,,s39185
s39171,4392420,PARD6B,par-6 family cell polarity regulator beta,PAR6B,NM_032521.2,AB044555.1;BC060847.1,,Silencer® Select,Inventoried,,s39171
s224940,4392420,HAGHL,hydroxyacylglutathione hydrolase-like,,NM_001290137.1;NM_032304.3;NM_001290139.1;XM_017023773.1;XM_011522711.1;NM_001323636.1;XM_017023774.1;XM_005255631.4;NM_001323635.1;XM_011522712.1,AK054841.1;BQ067068.1;AK293575.1;BC036747.1;BI333301.1;BG821643.1;BC015008.1;BC033796.1;AK098340.1;BI834617.1;BC004353.1,,Silencer® Select,Inventoried,,s224940
s38133,4392420,TRPT1,tRNA phosphotransferase 1,,XM_006718706.3;XM_006718707.3;NM_001160390.1;NM_031472.3;XM_005274345.4;XM_017018400.1;NM_001160392.1;XM_017018401.1;XM_005274347.4;NM_001160393.1;XM_005274346.4;NM_001033678.3,BQ672032.1;AY211494.1;BQ674339.1;AK026364.1;BC005133.2;BG105545.1,,Silencer® Select,Inventoried,,s38133
s224907,4392420,SOX7,SRY-box 7,,NM_031439.3,BU187815.1;BC004299.1;AK055556.1;BC071947.1,,Silencer® Select,Inventoried,,s224907
s195435,4392420,ABHD11,abhydrolase domain containing 11,PP1226;WBSCR21,XM_011516591.1;NR_026912.2;XM_006716144.2;NM_001321383.1;XM_011516590.2;NM_001301058.1;NM_148912.3;NM_148913.3;NM_001145364.2;NM_001321382.1;NR_135627.1,BU175566.1;BC011712.2;BC008251.1;BM557977.1;AF412031.1;AF412030.1;CB998040.1;DB460434.1;BU189995.1;AY053500.1;AY053499.1;BC067750.1;AF217971.1,,Silencer® Select,Inventoried,,s195435
s37207,4392420,GKAP1,G kinase anchoring protein 1,FKSG21;GKAP42,NM_025211.3;XM_005252241.2;NM_001135953.1;XM_011519058.2;XM_006717293.1;XM_017015171.1,AB033131.1;AF319476.1;AK302100.1;AK058198.1;AB033132.1;BC014476.1,,Silencer® Select,Inventoried,,s37207
s37597,4392420,LRRC3,leucine rich repeat containing 3,C21orf102,NM_030891.4,BC064321.1;AK127604.1;AY358120.1,,Silencer® Select,Inventoried,,s37597
s37433,4392420,APOL4,apolipoprotein L4,APOL-IV;APOLIV,NM_145660.2;NM_030643.4,AK312716.1;AK225696.1;AK290777.1;AK311506.1;AY014914.1;AF305226.1;CR456380.1;AK313637.1;AY014915.1;AK290466.1,,Silencer® Select,Inventoried,,s37433
s38965,4392420,NIFK,nucleolar protein interacting with the FHA domain of MKI67,MKI67IP;Nopp34,NM_032390.4,DA570244.1;BC022990.1;BC024238.2;AK311033.1;AB044971.1;BC012457.1;AK291903.1;AK299814.1,,Silencer® Select,Inventoried,,s38965
s39023,4392420,ABLIM2,actin binding LIM protein family member 2,,XM_017008725.1;XM_017008723.1;XM_005248022.4;XM_017008721.1;XM_006713927.3;NM_001130084.1;XM_017008719.1;NM_001130086.1;XM_017008717.1;XM_005248018.4;XM_005248029.4;XM_017008715.1;XM_005248027.4;XM_017008713.1;XM_017008711.1;XM_006713925.3;XM_005248023.4;XM_017008709.1;XM_006713923.3;XM_017008707.1;XM_005248019.4;XM_005248030.4;XM_005248017.4;XM_005248024.4;NM_032432.4;XM_017008724.1;XM_017008722.1;XM_005248020.4;XM_005248031.4;XM_017008720.1;XM_017008718.1;XM_017008716.1;NM_001130085.1;XM_017008714.1;NM_001130087.1;NM_001130088.1;XM_017008712.1;XM_011513586.2;XM_005248014.4;XM_017008710.1;XM_006713924.3;XM_017008708.1;XM_017008706.1;NM_001130083.1;XM_005248021.4;XM_005248028.4,BC122567.1;AK301060.1;AJ748600.1;DQ413176.1;BC067214.1;AB058711.1;AK094754.1;DQ413177.1;AJ748601.1,,Silencer® Select,Inventoried,,s39023
s37581,4392420,MOB2,MOB kinase activator 2,HCCA2,NM_001172223.2;NM_053005.5,AJ580639.1;BC047291.1;BC035317.1;BX537373.1;BC058934.1;BC067785.1;AK296658.1;AB028173.1;AK300235.1;AB066564.1,,Silencer® Select,Inventoried,,s37581
